,X,Y,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,address,street,suffix,site,x_longitude,y_latitude,ObjectId
14513,-7916638.095,5201323.795,31207,"Maple, Red",Acer rubrum,1,3-6in,3.0,--,Boston,Hyde Park,4,Bradlee Park,,1,-71.11636999999999,42.26876,30835
15814,-7912999.061000001,5210600.972,24776,"Basswood, American",Tilia americana,1,3-6in,4.0,--,Boston,Roxbury,2300,Washington Street,,1,-71.08368,42.3304,22738
4215,-7917670.116,5203072.43,42924,Apple/Crabapple,Malus species,1,0-3in,2.0,--,Boston,Roslindale,5,Delano Park,,3,-71.12564,42.28038,41022
1489,-7915326.752,5208052.004,38971,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Jamaica Plain,5,Minton Street,B,1,-71.10459,42.31347,39333
19211,-7915303.375,5213094.897,33123,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,3-6in,5.0,--,Boston,Fenway/Longwood,868,Beacon Street,,3,-71.10438,42.346959999999996,32504
16728,-7914979.435,5213489.527,6215,Honeylocust,Gleditsia triacanthos,1,3-6in,4.0,--,--,Fenway/Longwood,623,Commonwealth Avenue,,1,-71.10146999999999,42.349579999999996,6186
11601,-7915467.997,5207640.546,43085,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2.0,Spring 2023,Boston,Jamaica Plain,120,Brookside Avenue,,1,-71.10585999999999,42.31074,43353
18078,-7916361.355,5205643.085,16272,"Oak, Green Pillar Pin",Quercus palustris 'Pringreen',1,3-6in,4.0,--,Boston,Jamaica Plain,69,Wenham Street,,1,-71.11388000000001,42.297470000000004,16966
41836,-7917961.683999999,5206651.343,15291,"Pagoda Tree, Japanese",Sophora japonica,1,18-24in,22.0,--,Boston,Jamaica Plain,69,Westchester Road,,1,-71.12826,42.304159999999996,15807
19499,-7915282.781,5209468.682,624,Honeylocust,Gleditsia triacanthos,1,3-6in,5.0,--,Boston,Jamaica Plain,319,Centre Street,B,1,-71.10419,42.32288,1598
14625,-7911703.302,5206046.134,19304,"Maple, Silver",Acer saccharinum,1,3-6in,3.0,--,Boston,Dorchester,10,Westville Street,,2,-71.07204,42.30014,19517
28101,-7917918.27,5213947.892,26364,Honeylocust,Gleditsia triacanthos,1,6-12in,10.0,--,Boston,Allston-Brighton,57,Brighton Avenue,,1,-71.12787,42.35262,26822
17407,-7911487.342999999,5213611.535,7593,"Linden, Littleleaf",Tilia cordata,1,3-6in,4.0,--,--,Back Bay/Beacon Hill,75,Arlington Street,,5,-71.0701,42.350390000000004,8926
7308,-7915624.494,5204221.733,44533,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,0-3in,2.0,Fall 2023,Boston,Roslindale,289,Walk Hill Street,,1,-71.10726,42.28802,43686
22913,-7920563.221,5202321.815,466,"Redbud, Eastern",Cercis canadensis,1,6-12in,6.0,--,Boston,West Roxbury,16,Brier Road,,1,-71.15163000000001,42.27539,960
28223,-7903978.842999999,5218758.365,4508,"Linden, Littleleaf",Tilia cordata,1,6-12in,10.0,--,--,East Boston,64,Saint Andrew Road,,1,-71.00265,42.38455,4348
25388,-7916549.04,5209064.885,16453,"Maple, Norway",Acer platanoides,1,6-12in,8.0,--,Boston,Jamaica Plain,79,Moraine Street,,1,-71.11556999999999,42.3202,17425
21355,-7917506.387,5215600.025,25784,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,6-12in,6.0,--,Boston,Allston-Brighton,112,Western Avenue,,4,-71.12416999999999,42.36359,25749
13905,-7919779.531,5203389.454,33612,"Lilac, Japanese Tree",Syringa reticulata,1,3-6in,3.0,--,Boston,Roslindale,126,Colberg Avenue,,1,-71.14459000000001,42.28249,32937
41569,-7908586.802,5211228.91,10245,"Linden, Littleleaf",Tilia cordata,1,18-24in,22.0,--,Boston,South Boston,46,G Street,,1,-71.04404,42.33457,10128
11099,-7916545.429,5204704.162,43083,"Serviceberry, Cumulus",Amelanchier laevis 'Cumulus',1,0-3in,2.0,Spring 2023,Boston,Jamaica Plain,32,Bournedale Road,,1,-71.11554,42.29123,43529
6407,-7909858.293,5203690.69,17716,"Hackberry, Northern",Celtis occidentalis,1,0-3in,2.0,--,Boston,Dorchester,725,Adams Street,,1,-71.05547,42.284490000000005,18380
28313,-7913649.167,5212821.678,37678,"Linden, Littleleaf",Tilia cordata,1,6-12in,10.0,--,Boston,Fenway/Longwood,49,Hemenway Street,,1,-71.08952,42.34515,39563
624,-7916879.659,5207392.065,38410,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Jamaica Plain,11,Aldworth Street,,2,-71.11854,42.309090000000005,37788
27074,-7914899.285,5212331.289,23555,"Oak, Northern Red",Quercus rubra,1,6-12in,9.0,--,Boston,Fenway/Longwood,223,Park Drive,,1,-71.10075,42.34189,24424
7439,-7910867.531,5208391.412,42164,"Hophornbeam, Eastern",Ostrya virginiana,1,0-3in,2.0,Spring 2022,Boston,Dorchester,29,Cushing Avenue,,1,-71.06453,42.31572,41449
20230,-7908124.826,5215883.268,37936,"Maple, Freeman",Acer x freemanii,1,3-6in,5.0,--,--,East Boston,35,East Pier Drive,,2,-71.03989,42.36547,39853
31129,-7908943.692000001,5211504.492,21911,Honeylocust,Gleditsia triacanthos,1,12-18in,12.0,--,Boston,South Boston,435,West Broadway,,1,-71.04725,42.3364,20936
898,-7920243.734,5203119.072,39970,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,West Roxbury,275,Park Street,,2,-71.14876,42.28069,38229
6885,-7911471.757999999,5212795.17,24114,Honeylocust,Gleditsia triacanthos,1,0-3in,2.0,--,Boston,South End,514,Tremont Street,,1,-71.06996,42.34497,23701
1668,-7911205.259,5204716.046,40387,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Dorchester,91,Centre Street,,1,-71.06756999999999,42.291309999999996,40142
32794,-7911103.29,5217154.954,4830,"Linden, Littleleaf",Tilia cordata,1,12-18in,13.0,--,--,Charlestown,80,Washington Street,,1,-71.06665,42.373909999999995,4802
27807,-7913518.9229999995,5213364.057,2223,Honeylocust,Gleditsia triacanthos,1,6-12in,10.0,--,--,Back Bay/Beacon Hill,358,Commonwealth Avenue,,1,-71.08835,42.34875,1483
34289,-7914464.026000001,5203037.072,21465,"Linden, Littleleaf",Tilia cordata,2,12-18in,14.0,--,Boston,Mattapan,629,Walk Hill Street,,1,-71.09684,42.28015,22238
25701,-7907299.503,5211152.109,25181,"Oak, Swamp White",Quercus bicolor,1,6-12in,8.0,--,Boston,South Boston,694,East 5th Street,,2,-71.03248,42.33406,25107
38074,-7919327.129,5205216.274,15273,"Maple, Norway",Acer platanoides,1,12-18in,17.0,--,Boston,West Roxbury,100,Buchanan Road,,2,-71.14053,42.29463,15790
8321,-7907860.554,5216115.594,5277,"Maple, Amur",Acer ginnala,1,0-3in,2.0,--,--,East Boston,84,Webster Street,,1,-71.03752,42.36701,6323
18750,-7910909.594,5215423.756,3133,"Zelkova, Japanese",Zelkova serrata,1,3-6in,4.0,--,--,Central Boston,5,Longfellow Place,,5,-71.06491,42.36242,3183
6551,-7909782.496,5212400.29,44599,"Hackberry, Northern",Celtis occidentalis,1,0-3in,2.0,Spring 2024,Boston,South Boston,45,West 3rd Street,,1,-71.05479,42.34235,43666
43646,-7912041.714,5212495.904,28947,Horsechestnut,Aesculus hippocastanum,1,>30in,31.0,--,Boston,South End,147,West Canton Street,,1,-71.07508,42.34298,29779
30002,-7920861.557,5204816.42,14694,"Maple, Norway",Acer platanoides,1,6-12in,11.0,--,Boston,West Roxbury,21,Alameda Road,,1,-71.15431,42.29197,13701
33943,-7909848.052,5217317.995,5259,Honeylocust,Gleditsia triacanthos,1,12-18in,14.0,--,--,Charlestown,31,5th Street,,4,-71.05537,42.374990000000004,6185
13048,-7920172.489,5214167.969,9750,Hardy Rubber Tree,Eucommia ulmoides,1,3-6in,3.0,--,Boston,Allston-Brighton,7,Cushman Road,,1,-71.14811999999999,42.354079999999996,7695
2865,-7910575.636,5205118.905,38457,Scheduled Planting Site - Fall 2024,Scheduled Planting Site - Fall 2024,0,,0.0,--,Boston,Dorchester,1656,Dorchester Avenue,,1,-71.06191,42.29398,37816
10592,-7909393.4229999995,5211896.044,26885,"Oak, Willow",Quercus phellos,1,0-3in,2.0,--,Boston,South Boston,275,West Broadway,,1,-71.05129000000001,42.339,26941
19966,-7908149.427999999,5217843.603999999,5966,"Lilac, Japanese Tree",Syringa reticulata,1,3-6in,5.0,--,--,East Boston,312,Border Street,,7,-71.04012,42.378479999999996,6687
31184,-7915544.27,5212233.9969999995,27181,Honeylocust,Gleditsia triacanthos,1,12-18in,12.0,--,Boston,Fenway/Longwood,85,Pilgrim Road,,1,-71.10654,42.34124,26439
15278,-7912051.732000001,5202161.138,9450,Rose-of-Sharon,Hibiscus syriacus,1,3-6in,3.0,--,Boston,Mattapan,181,Manchester Street,,1,-71.07517,42.27433,9005
15277,-7911756.7360000005,5208820.838,30845,"Redwood, Dawn",Metasequoia glyptostroboides,1,3-6in,3.0,--,Boston,Roxbury,9,Woodward Park Street,,1,-71.07252,42.31858,31585
16961,-7914653.268999999,5210123.948,23239,Honeylocust,Gleditsia triacanthos,1,3-6in,4.0,--,Boston,Mission Hill,156,Terrace Street,,2,-71.09854,42.32723,24156
9994,-7914798.205,5209859.096,41796,"Oak, Pin",Quercus palustris,1,0-3in,2.0,Spring 2021,Boston,Jamaica Plain,928,Parker Street,,2,-71.09984,42.32547,41956
38219,-7921061.932,5204138.799,1883,"Maple, Red",Acer rubrum,1,12-18in,17.0,--,Boston,West Roxbury,111,Corey Street,-115,3,-71.15611,42.28747,2364
8934,-7907798.215,5211075.31,23607,"Maple, Red",Acer rubrum,1,0-3in,2.0,--,Boston,South Boston,4,Beckler Avenue,,1,-71.03696,42.33355,24515
21631,-7910861.727000001,5217456.326,934,Honeylocust,Gleditsia triacanthos,1,6-12in,6.0,--,--,Charlestown,169,Main Street,,1,-71.06448,42.37591,30
20197,-7909923.304,5217566.329,38127,"Maple, Freeman",Acer x freemanii,1,3-6in,5.0,--,--,Charlestown,20,Vine Street,,1,-71.05605,42.37664,37531
22583,-7911695.51,5212809.629,1767,"Oak, Pin",Quercus palustris,1,6-12in,6.0,--,Boston,South End,51,Warren Avenue,,1,-71.07197,42.34507,2226
43733,-7911098.281,5205847.467,15918,Ginkgo,Ginkgo biloba,1,>30in,32.0,--,Boston,Dorchester,38,Tonawanda Street,,1,-71.0666,42.29882,16508
40448,-7918826.637,5204772.779,12158,"Linden, Silver",Tilia tomentosa,1,18-24in,20.0,--,Boston,Roslindale,20,Zeller Street,,1,-71.13603,42.29168,11296
24622,-7919639.268999999,5212573.768999999,22010,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,6-12in,8.0,--,Boston,Allston-Brighton,1615,Commonwealth Avenue,,4,-71.14333,42.3435,20982
30332,-7915817.671,5211577.8319999995,707,"Pear, Callery",Pyrus calleryana,1,6-12in,11.0,--,Boston,Fenway/Longwood,121,Francis Street,B,2,-71.109,42.336890000000004,1684
39968,-7919457.818,5205905.562,15116,"Oak, Pin",Quercus palustris,1,18-24in,19.0,--,Boston,West Roxbury,6,Hackensack Circle,,3,-71.1417,42.299209999999995,14029
454,-7918186.55,5215332.76,30165,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Allston-Brighton,226,North Harvard Street,,1,-71.13028,42.36182,30970
8617,-7911900.783,5212168.635,361,"Maple, Norway",Acer platanoides,1,0-3in,2.0,--,Boston,South End,93,West Brookline Street,a,1,-71.07381,42.34081,855
30021,-7916702.661,5204809.047,16512,"Maple, Norway",Acer platanoides,1,6-12in,11.0,--,Boston,Jamaica Plain,211,Wachusett Street,,1,-71.11695,42.291920000000005,17339
36653,-7915799.86,5209661.102,16216,Honeylocust,Gleditsia triacanthos,1,12-18in,16.0,--,Boston,Jamaica Plain,83,Day Street,,1,-71.10884,42.32416,16934
37608,-7915884.4629999995,5213745.594,6004,Ginkgo,Ginkgo biloba,1,12-18in,17.0,--,--,Fenway/Longwood,1,University Road,,7,-71.1096,42.351279999999996,7093
42681,-7922609.272999999,5213183.763,23994,Honeylocust,Gleditsia triacanthos,1,24-30in,25.0,--,Boston,Allston-Brighton,11,Margo Road,,1,-71.17000999999999,42.34755,24894
32461,-7908160.003,5216416.18,3603,Honeylocust,Gleditsia triacanthos,1,12-18in,13.0,--,--,East Boston,195,Sumner Street,,1,-71.04021,42.369009999999996,2614
6036,-7911350.42,5204077.706,9225,Ginkgo,Ginkgo biloba,1,0-3in,2.0,--,Boston,Dorchester,26,Harley Street,,2,-71.06886999999999,42.28706,8174
30829,-7916930.42,5203213.412,31859,"Cherry, Japanese Flowering",Prunus serrulata,1,12-18in,12.0,--,Boston,Roslindale,555,Hyde Park Avenue,,1,-71.119,42.28132,30226
16293,-7909100.653,5213460.909,30881,"Elm, American",Ulmus americana,1,3-6in,4.0,--,Boston,South Boston,321,Summer Street,,2,-71.04866,42.34939,32284
20603,-7914110.03,5209082.048,22242,"Oak, Northern Red",Quercus rubra,1,3-6in,5.0,--,Boston,Roxbury,2870,Washington Street,,3,-71.09366,42.32031,21217
19489,-7912497.01,5213507.151000001,2515,Honeylocust,Gleditsia triacanthos,1,3-6in,5.0,--,--,Back Bay/Beacon Hill,691,Boylston Street,,3,-71.07916999999999,42.3497,1475
26445,-7911133.903,5215077.705,8810,Honeylocust,Gleditsia triacanthos,1,6-12in,9.0,--,--,Back Bay/Beacon Hill,41,Garden Street,,2,-71.06693,42.36012,8597
35605,-7911860.262999999,5213007.84,6739,"Linden, Littleleaf",Tilia cordata,1,12-18in,15.0,--,--,South End,58,Clarendon Street,,2,-71.07345,42.346379999999996,5209
24412,-7916556.832,5206832.717,15633,Apple/Crabapple,Malus species,1,6-12in,8.0,--,Boston,Jamaica Plain,245,Metcalf Court,,1,-71.11564,42.30537,16097
24420,-7912767.517000001,5202216.351,21834,Apple/Crabapple,Malus species,5,6-12in,8.0,--,Boston,Mattapan,61,Woodruff Way,,1,-71.0816,42.27469,20854
15079,-7904257.142000001,5219143.887,130,"Oak, Willow",Quercus phellos,1,3-6in,3.0,--,--,East Boston,0,Bennington Street,,7,-71.00515,42.38711,624
36426,-7909192.38,5211558.706,26846,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,16.0,--,Boston,South Boston,376,West Fourth Street,,1,-71.04948,42.33676,26708
43130,-7920173.046,5212593.047,36862,"Basswood, American",Tilia americana,1,24-30in,27.0,--,Boston,Allston-Brighton,111,Nottinghill Road,,1,-71.14811999999999,42.34363,36875
839,-7920434.09,5202395.384,39905,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,West Roxbury,183,Lagrange Street,,1,-71.15047,42.27588,38163
34906,-7914018.748,5210515.142,548,"Planetree, London",Platanus x acerifolia,1,12-18in,14.0,--,Boston,Roxbury,19,Centre Street,a,1,-71.09284,42.32983,1542
16718,-7911190.12,5213688.807,5996,Honeylocust,Gleditsia triacanthos,1,3-6in,4.0,--,--,Central Boston,1,Charles Street South,,1,-71.06743,42.3509,5595
19594,-7911094.83,5213417.529,7672,Honeylocust,Gleditsia triacanthos,1,3-6in,5.0,--,--,Central Boston,125,Charles Street South,,1,-71.06657,42.3491,8932
10822,-7921061.932,5200313.998,12438,"Redbud, Eastern",Cercis canadensis,1,0-3in,2.0,Spring 2024,Boston,West Roxbury,5168,Washington Street,,1,-71.15611,42.26205,12253
16723,-7903793.385,5219783.847,5224,Honeylocust,Gleditsia triacanthos,1,3-6in,4.0,--,--,East Boston,65,Waldemar Avenue,,1,-71.00098,42.39135,5903
16019,-7920842.632999999,5202739.468,13043,"Chokecherry, Common",Prunus virginiana,3,3-6in,4.0,--,Boston,West Roxbury,287,Lagrange Street,,1,-71.15414,42.27817,14377
3789,-7912592.745,5213615.15,2934,"Oak, Northern Red",Quercus rubra,1,0-3in,1.0,--,--,Back Bay/Beacon Hill,195,Newbury Street,,1,-71.08003000000001,42.35041,4420
29972,-7911312.571,5204904.757,9591,"Maple, Norway",Acer platanoides,1,6-12in,11.0,--,Boston,Dorchester,68,Kenwood Street,,1,-71.06853000000001,42.292559999999995,7535
33006,-7917713.442000001,5206514.675,15316,"Maple, Norway",Acer platanoides,1,12-18in,13.0,--,Boston,Jamaica Plain,19,Westchester Road,,1,-71.12603,42.303259999999995,15861
35314,-7908293.03,5216818.935,3567,Honeylocust,Gleditsia triacanthos,1,12-18in,15.0,--,--,East Boston,62,Liverpool Street,,2,-71.0414,42.37168,2535
9666,-7910841.174,5215944.268,42812,"Oak, Northern Red",Quercus rubra,1,0-3in,2.0,--,--,Central Boston,2,Nashua Street,,5,-71.06429,42.36588,40884
30446,-7918065.211,5203585.06,29580,"Pear, Callery",Pyrus calleryana,1,6-12in,11.0,--,Boston,Roslindale,36,Kittredge Street,,1,-71.12919000000001,42.28379,28574
