,Unnamed: 0,Unnamed: 0.1,X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE,text
1727,384,2876,771262.4092,2952445.847,2877,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,STUA,CLARENDON ST,1.0,,-71.074224,42.348874,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CLARENDON ST
METER_TYPE：SINGLE-SPACE"
1298,1958,6903,758200.8192,2953932.0689999997,6904,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,BABC,GARDNER ST,1.0,,-71.122518,42.353121,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KE,KE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:GARDNER ST
METER_TYPE：SINGLE-SPACE"
1340,1777,877,777280.7203,2951351.685,878,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,IRON,A STREET,1.0,,-71.051982,42.345787,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:A STREET
METER_TYPE：SINGLE-SPACE"
104,239,2045,772951.8175,2953483.488,2046,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,CHAR,PARK PLAZA,1.0,,-71.067955,42.351698,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:PARK PLAZA
METER_TYPE：SINGLE-SPACE"
688,1405,6460,765692.3852,2952103.486,6461,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,CHAR,NEWBURY ST EXT,1.0,,-71.094835,42.34800900000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KC,KC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:NEWBURY ST EXT
METER_TYPE：SINGLE-SPACE"
1305,1820,6804,759851.1541,2953184.338,6805,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,PLEA,COMMONWEALTH AV,1.0,,-71.116425,42.351048999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KE,KE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
826,1694,2812,770223.7636,2952457.814,2813,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,HUNT,BLAGDEN ST,1.0,,-71.078066,42.348921000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,434.0,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BLAGDEN ST
METER_TYPE：SINGLE-SPACE"
62,1621,2344,772920.4006,2949918.494,2345,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,ROLL,WASHINGTON ST,1.0,,-71.068138,42.341916,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CE,CE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:WASHINGTON ST
METER_TYPE：SINGLE-SPACE"
852,841,3194,772912.6792,2954166.229,3195,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,BOYL,CHARLES ST,1.0,,-71.068087,42.353572,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DD,DD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CHARLES ST
METER_TYPE：SINGLE-SPACE"
1353,176,1656,775384.9465,2952899.736,1657,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,BEAC,LINCOLN ST,1.0,,-71.058965,42.350062,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CA,CA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:LINCOLN ST
METER_TYPE：SINGLE-SPACE"
223,1134,6553,765906.2627,2952661.348,6554,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,RALE,BEACON ST,1.0,,-71.094034,42.349537,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KC,KC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
145,530,1057,775828.2905,2955291.5919999997,1058,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,FRAN,DEVONSHIRE ST,1.0,,-71.05727900000002,42.356619,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:DEVONSHIRE ST
METER_TYPE：SINGLE-SPACE"
1088,238,1168,776634.6635,2955739.3010000004,1169,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,BATT,MILK ST,1.0,,-71.054287,42.357836,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,167.0,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:MILK ST
METER_TYPE：SINGLE-SPACE"
373,1737,6614,761066.3308,2953159.587,6615,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,BU,COMMONWEALTH AV,1.0,,-71.11193,42.350966,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KD,KD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1420,1015,1345,776950.219,2955095.184,1346,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,OLIV,HIGH ST,1.0,,-71.05313199999998,42.356064,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,187.0,,0BD,BD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HIGH ST
METER_TYPE：SINGLE-SPACE"
1142,1211,6141,764504.9391,2952886.8619999997,6142,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,DEER,BAY STATE RD,1.0,,-71.099214,42.350173999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KA,KA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BAY STATE RD
METER_TYPE：SINGLE-SPACE"
1826,1028,2022,773672.4637,2952636.209,2023,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1.0,,-71.06530500000002,42.349363000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:TREMONT ST
METER_TYPE：SINGLE-SPACE"
1494,876,65,771065.3522,2952986.405,66,450068.0,Parkeon,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,BOYL,CLARENDON ST B-ST JAMES,1.0,,-71.074943,42.350359999999995,,,,68.0,1.0,MULTI-SPACE STALL,NO,DISTRICT 0,,920.0,0MS,MS,0.25,,,,,,,,,1/1/2017 0:00,,ACTIVE,ACTIVE,"STREET:CLARENDON ST B-ST JAMES
METER_TYPE：MULTI-SPACE STALL"
1601,797,4378,769236.6452,2950727.3880000007,4379,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,W NE,ST BOTOLPH ST,1.0,,-71.081749,42.344186,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EE,EE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ST BOTOLPH ST
METER_TYPE：SINGLE-SPACE"
1270,823,3529,770285.0273,2953188.067,3530,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,COMM,DARTMOUTH ST,1.0,,-71.077826,42.350924,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DE,DE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:DARTMOUTH ST
METER_TYPE：SINGLE-SPACE"
9,1323,710,777113.4749,2953549.768,711,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,CONG,DORCHESTER AV,1.0,,-71.05255799999998,42.351821,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AF,AF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:DORCHESTER AV
METER_TYPE：SINGLE-SPACE"
449,1258,4456,767210.1709,2949486.869,4457,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,ST S,OPERA PL,1.0,,-71.089267,42.340809,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,608.0,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:OPERA PL
METER_TYPE：SINGLE-SPACE"
708,221,2223,771390.3046,2951736.216,2224,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,CHAN,COLUMBUS AV,1.0,,-71.073764,42.346925,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CD,CD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COLUMBUS AV
METER_TYPE：SINGLE-SPACE"
255,1075,188,769518.9684,2952580.066,189,,IPS,08:00AM-08:00PM MON-SAT $0.25 720,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FAIR,BOYLSTON ST,1.0,,-71.080671,42.349266,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AB,AB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BOYLSTON ST
METER_TYPE：SINGLE-SPACE"
882,1644,6351,763581.8904,2952983.854,6352,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,GRAN,BAY STATE RD,1.0,,-71.102627,42.350452000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KB,KB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BAY STATE RD
METER_TYPE：SINGLE-SPACE"
389,1530,2517,773003.1167,2952108.396,2518,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,SHAW,MARGINAL RD,1.0,,-71.067791,42.347924,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CF,CF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:MARGINAL RD
METER_TYPE：SINGLE-SPACE"
908,1001,3971,766648.7905,2952388.6580000008,3972,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,CHAR,COMMONWEALTH AV,1.0,,-71.09129200000002,42.348779,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EC,EC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
924,348,6671,759296.3494,2953573.6089999997,6672,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,COMM,HARRY AGGANIS WY,1.0,,-71.118471,42.352123999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,841.0,,0KD,KD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HARRY AGGANIS WY
METER_TYPE：SINGLE-SPACE"
1703,751,4478,766763.3470000002,2949244.9289999995,4479,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1.0,,-71.090924,42.340151,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:FORSYTH ST
METER_TYPE：SINGLE-SPACE"
1232,731,4047,767224.3421,2952157.825,4048,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,MASS,NEWBURY EXT,1.0,,-71.089167,42.348138,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:NEWBURY EXT
METER_TYPE：SINGLE-SPACE"
460,265,1554,774943.4054,2954022.812,1555,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,CHAUN,AV DE LAFAYETTE,1.0,,-71.060577,42.35315,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BE,BE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:AV DE LAFAYETTE
METER_TYPE：SINGLE-SPACE"
1269,1684,2252,770988.8274,2951417.1610000012,2253,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,COLU,DARTMOUTH ST,1.0,,-71.075255,42.346055,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,342.0,,0CD,CD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:DARTMOUTH ST
METER_TYPE：SINGLE-SPACE"
1759,1700,6825,760527.7315,2953069.316,6826,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,ST P,COMMONWEALTH AV,1.0,,-71.113924,42.350725,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KE,KE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1168,1994,3238,772351.7548,2955032.922,3239,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,CHAR,BEACON ST,1.0,,-71.070146,42.355958,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DD,DD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
958,12,132,777483.3505,2957539.296,133,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,COMM,ATLANTIC AV,1.0,,-71.051112,42.362763,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AA,AA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ATLANTIC AV
METER_TYPE：SINGLE-SPACE"
501,548,6840,757579.8959,2954123.5689999997,6841,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,GARD,MALVERN ST,1.0,,-71.124812,42.353654,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KE,KE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:MALVERN ST
METER_TYPE：SINGLE-SPACE"
739,629,3080,771284.9925,2954040.6980000013,3081,,IPS,"08:00AM-04:00PM MON-FRI $0.25 120, 08:00AM-06:00PM SAT $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 04:00PM-24:00AM MON-FRI, 06:00PM-24:00AM SAT",,,,W,COMM,BERKELEY ST,1.0,,-71.074111,42.35325,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DC,DC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
1849,40,2704,770034.3732,2949206.184,2705,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,W SP,TREMONT ST,1.0,,-71.078826,42.340001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CG,CG,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:TREMONT ST
METER_TYPE：SINGLE-SPACE"
868,477,472,778961.5614,2950359.126,473,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PRIV,D STREET,1.0,,-71.045784,42.34303900000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:D STREET
METER_TYPE：SINGLE-SPACE"
731,813,5751,772834.0773,2948117.422,5752,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,E NE,ALBANY ST,1.0,,-71.06849100000002,42.336975,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HA,HA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ALBANY ST
METER_TYPE：SINGLE-SPACE"
539,1977,6124,764849.2101,2952853.861,6125,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,DEER,BAY STATE RD,1.0,,-71.097941,42.350079,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KA,KA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BAY STATE RD
METER_TYPE：SINGLE-SPACE"
1201,852,3722,769336.8897,2953932.6580000008,3723,,IPS,08:00AM-06:00PM MON-FRI $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-FRI, 00:00AM-24:00AM SAT, 06:00PM-24:00AM MON-FRI",,,,W,BEAC,EXETER ST,1.0,,-71.08131999999998,42.35298,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DF,DF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:EXETER ST
METER_TYPE：SINGLE-SPACE"
697,1322,5384,755904.9704,2952840.767,5385,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,GORH,COMMONWEALTH AV,1.0,,-71.131029,42.350153999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GD,GD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1392,89,1103,777003.9203,2955936.933,1104,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,INDIA ST,1.0,,-71.05291700000002,42.358373,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:INDIA ST
METER_TYPE：SINGLE-SPACE"
1376,675,1443,776777.4188,2955265.9260000004,1444,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,HIGH,OLIVER ST,1.0,,-71.053768,42.356535,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:OLIVER ST
METER_TYPE：SINGLE-SPACE"
1145,737,3904,766843.9075,2953020.0539999995,3905,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,MASS,BEACON ST,1.0,,-71.090559,42.350509,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EC,EC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
1031,661,3126,771504.5695,2954779.398,3127,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,DAVI,BEACON ST,0.0,,-71.073285,42.355274,,,,,1.0,SINGLE-SPACE,NO,,,,,,0.25,,,,,,,,,1/1/2017 0:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
372,67,4997,764458.3454,2951469.02,4998,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,KILM,BROOKLINE AV,1.0,,-71.099411,42.346284000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FE,FE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BROOKLINE AV
METER_TYPE：SINGLE-SPACE"
667,1677,2127,771987.4067,2952125.502,2128,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,CHAN,BERKELEY ST,1.0,,-71.07154799999998,42.347984999999994,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CD,CD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
1525,971,5814,773113.3395,2948444.27,5815,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,PLYM,ALBANY ST,1.0,,-71.067452,42.337868,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HA,HA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ALBANY ST
METER_TYPE：SINGLE-SPACE"
357,1745,6774,758492.6982,2953395.4680000013,6775,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,WINS,COMMONWEALTH AV,1.0,,-71.121447,42.351645,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KE,KE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
967,672,3481,771393.1917,2953863.0330000008,3482,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,NEWB,BERKELEY ST,1.0,,-71.073714,42.352761,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DE,DE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
